"group src","heading","web","web 2","list-group-item-text","sector_block","sector_block 2","sector_block 3","sector_block 4","btn href","sector_block 5","sector_block 6","sector_block 7","sector_block 8","sector_block 9","sector_block 10","sector_block_outer","sector_block_outer href"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54022/thumb_2054_54022_52943_9084.png","The Business Clinic","Stand No- H1.2-24A, 1.2","United Arab Emirates","The Business Clinic (TBC) is a strategic consulting firm focused on driving measurable execution. We align strategy, structure, and performance to deliver sustainable growth and clarity.

At the core is Hive, our strat ...","Artificial Intelligence","Software Services","Education Tech","Pattern Recognition","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/the-business-clinic","Planning and Optimization","Predictive APIs","Organisational strategy and development","Business Intelligence Solutions","Business Process Management","Data Analytics & Automation","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/the-business-clinic"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56811/thumb_zy29GH13MCK5-1776869956.png","The Remote Reps","Stand No- H4.2-D56, 4.2","Pakistan","The Remote Reps is a remote staffing agency that pairs top 1%, AI-enabled talent with proprietary AI agents that deliver the output of five employees at a flat rate of just €10/hr. We have helped 80+ companies across North Ameri ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/the-remote-reps","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57162/thumb_m7dQwZtR5NKh-1778492957.png","TheFinch Design","Stand No- H2.2-A81, 2.2","India","TheFinch Design is a global product design and development partner helping AI, SaaS, and enterprise teams simplify complex digital experiences through premium UX, product design, and scalable execution. We combine AI-led design pr ...","Media, Marketing & Advertising Tech","Software Product","Business & professional services","Creative Economy","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/thefinch-design","Ecommerce","Design","Studio","Personalization","Interactive Marketing","Digital Asset Management","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/thefinch-design"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","THESOFTKING LIMITED","Stand No- TBC, 4.2","Bangladesh","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/thesoftking-limited","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54413/thumb_2054_54413_53332_3366.png","think-cell Software GmbH","Stand No- H2.2-D16, 2.2","Germany","think-cell is the leading PowerPoint add-in for creating professional, data-driven business presentations. Trusted by 1.35M+ users worldwide and 35,000+ customers, including Goldman Sachs, American Express, Coca-Cola, top consulti ...","Artificial Intelligence","Software Product","Chatbots / Virtual Assistant","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/think-cell-software-gmbh","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54068/thumb_2054_54068_52989_2965.png","ThreatLocker","Stand No- H2.2-D25, 2.2","United States of America","Stop attacks before they start. Get a comprehensive solution to your security needs on a single agent with the ThreatLocker Zero Trust Platform.
With ThreatLocker, you'll have the necessary controls in place to:
•Blo ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/threatlocker","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57439/thumb_9nlWvPVqKNXe-1779957221.png","Thunders","Stand No- H4.2-C84, H4.2-C89, 4.2","France","Thunders is redefining software quality with AI agents that generate, execute, and self-heal tests across Web, Mobile, API, and Desktop, all in plain language. No scripts. No maintenance overhead.

Our AI agents write  ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/thunders","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57007/thumb_oX5YVgwLB4cI-1779092593.png","TiDB","Stand No- H1.2-D40, 1.2","United States of America","TiDB, powered by PingCAP, is the distributed SQL database for AI agents. Create thousands of database branches in milliseconds, run OLTP + OLAP + vector in one engine, and scale elastically without over-provisioning. Learn more at ...","Internet of Things (IOT)","Artificial Intelligence","Software Services","Big Data & Analytics","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/tidb","Cloud Services","Data Extraction","Artificial Intelligence","Cloud Solutions","Data Analytics","Data Architecture","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/tidb"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54407/thumb_2054_54407_53326_4404.png","TIKO PRO","Stand No- H2.2-D31, 2.2","Slovenia","Tiko Pro is a leading EU funding consultancy headquartered in Slovenia, with an office in Croatia. We help ambitious organisations turn innovation into funded, market-ready impact—securing EU and national funding to scale faster ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/tiko-pro","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57092/thumb_WCIe45fPd6zk-1779840333.png","TIMELAPSELAB - VLAB S.R.L. - SNAPALL","Stand No- H4.2-B60, 4.2","Italy","SnapAll is a real-time construction site monitoring software based on AI that simplifies industry 4.0 technologies. The platform can be integrated with any existing IP camera connected to the internet, allowing complete and easy p ...","Internet of Things (IOT)","Artificial Intelligence","Smart Cities","PropTech","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/timelapselab-vlab-s-r-l-snapall","Networking & Infrastructure","AI-optimized Hardware","Data Extraction","Planning and Optimization","Application Development","Artificial Intelligence","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/timelapselab-vlab-s-r-l-snapall"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54435/thumb_CDGoXJjNThLI-1779642308.png","Tinental","Stand No- TBC, TBC","Italy","Tinental’s flagship product Caleno Energy retrofits any pumping system, no matter the size, brand, or use case, delivering real-time workload modulation without needing any sensors. This means deployment in hours, not months, Th ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/tinental","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57376/thumb_VLHUbKgIFx30-1779257455.png","Titan Cloud Technology Limited","Stand No- H1.2-D22, 1.2","China","Titan Cloud Technology Limited is a professional GPU graphics card service provider. Its core businesses cover the agency and sales of various GPU graphics cards, customized AI server solutions, and recycling of second-hand server ...","Artificial Intelligence","AI-optimized Hardware","Autonomous Mobile Robots (AMRs)","Chatbots / Virtual Assistant","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/titan-cloud-technology-limited","Cognitive computing","Content Creation","Deep Learning Platforms","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","Tomovit","Stand No- H4.2-G29, 4.2","Morocco","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/tomovit","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56627/thumb_iGyQnY2p8KDC-1777379626.png","TopMessage","Stand No- H2.2-A10, 2.2","Armenia","TopMessage is a customer messaging SaaS platform built for SMEs that need a simple way to reach, engage, and support customers through SMS and WhatsApp.

The platform combines marketing campaigns, automated flows, two- ...","Media, Marketing & Advertising Tech","Artificial Intelligence","Software Services","Coding and Development","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/topmessage","Business & professional services","CRM (Customer Relationship Management) Software","Business Process Management","Mobile Applications","Personalization","Marketing Automation","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/topmessage"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54408/thumb_2054_54408_53327_3928.png","Torq.io","Stand No- H2.2-D15, 2.2","United States of America","Torq is the enterprise AI SOC platform that combines adaptive agentic insights and automation to triage, investigate, and remediate your most critical threats. 

Torq streamlines every step from alert through fix, from ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/torq-io","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/55552/thumb_2054_55552_54456_3769.png","TRACEL","Stand No- H4.2-E16, 4.2","Canada","Tracel is building the next-generation AI infrastructure optimized for both training and inference on any device. The company's flagship open-source project is Burn, a dynamic deep learning framework written in Rust that prioritiz ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/tracel","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54089/thumb_rDgIu3kXP85V-1778487433.png","transact","Stand No- H4.2-G37, H4.2-G38, 4.2","Germany","transact is the intelligence platform for private markets.

We empower investors, M&A advisors, corporates, and consultants to make confident, data-driven decisions - all within one unified platform.

Our S ...","Artificial Intelligence","Software Product","Software Services","Business & professional services","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/transact","Digital Finance","Artificial Intelligence","Big Data / Digitisation / Analytics","Data Analytics / Big Data / IoT","E-KYC","Enterprise Software / Operating Systems","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/transact"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57168/thumb_D0HfAtvVPBqG-1778516364.png","Treegress","Stand No- H2.2-17, 2.2","United States of America","Treegress - AI-powered no-code test automation platform built to help software teams automate quality assurance without the overhead of traditional test automation frameworks.

Treegress automatically explores web appl ...","Software Product","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/treegress","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54066/thumb_2054_54066_52987_5700.png","TrendAI","Stand No- H2.2-D136, 2.2","Japan","TrendAI™, a business unit of Trend Micro™ and global AI security leader, makes the world safer for digital information exchange across enterprises, governments, and organizations. TrendAI™ leverages artificial intelligence t ...","Cyber security","Blockchain","Networking & Infrastructure","Cloud Services","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/trendai","Data Centres","Security / Cybersecurity","Cybersecurity","Platform as a Service - PaaS","Secure Access Service Edge - SASE","Software as a Service - SaaS","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/trendai"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/55549/thumb_2054_55549_54453_2664.png","TrendAI","Stand No- H1.2-C80, 1.2","Japan","TrendAI™, a business unit of Trend Micro™ and global AI security leader, makes the world safer for digital information exchange across enterprises, governments, and organizations. TrendAI™ leverages artificial intelligence t ...","Cyber security","Smart Cities","Big Data & Analytics","Networking & Infrastructure","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/trendai","Cloud Services","Data Governance, Compliance & Security","Cybersecurity","Software as a Service - SaaS","Anti-spam, Anti-Malware & Anti-Virus & Email Security","Business Continuity & Disaster Recovery Planning","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/trendai"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57231/thumb_Qp0qrGsU3HMP-1778659197.png","TRUESCREEN S.R.L","Stand No- H4.2-B60, 4.2","Italy","TrueScreen is the Data Authenticity Platform that enables companies and professionals to ensure the authenticity and reliability of digital information, making critical processes faster, fraud-proof, and compliant with regulations ...","Cyber security","Big Data & Analytics","Data Governance, Compliance & Security","Data Infrastructure","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/truescreen-s-r-l","Data Privacy / Protection","Data Governance, Risk & Compliance","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57401/thumb_2IgofqZiyjTM-1779882803.png","TruPhysics","Stand No- H4.2-C15, 4.2","Germany","TruPhysics provides a platform for intelligent robotics and automation where users can customise their individual solution from 100+ hardware, electronics and software modules and operate it using the in-house developed TruOS robo ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/truphysics","","","","","","","",""
