"toggler","stand","country","img-holder src","additional","visit-us 2","button","button href","button href 2","categories","subcategory","subcategory href","divider","subcategory 2","subcategory href 2","divider 2","subcategory 3","subcategory href 3","divider 3","subcategory 4","subcategory href 4"
"Tigaka Distrindo Perkasa, PT","B2E28","Indonesia","https://www.ingredientsnetwork.com/Logo%20tdp-comp256193.jpg","Established in 2000, Tigaka Distrindo Perkasa (TDP) is a company within Anugerah Corporation, an Indonesian group that focuses on health care and wellness. From its simple origins as raw materials supplier to the pharmaceutical industry in Indonesia, TDP supplies APIs and other specialty ingredients as well as innovative solutions.

Nowadays, TDP provides “beyond ingredients” to our clients such as technical solutions, product developments, vendor managed inventory, and even partnerships.

Our expansion through growing global partnerships and diversification into new products along with our knowledge and expertise in local market bring opportunities for our customers and partners.","stand B2E28","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/61/93/exhibitor256193-596.html","Categories:","Emulsifiers, Stabilisers, Thickeners","https://www.ingredientsnetwork.com/emulsifiers-stabilisers-thickeners-code015443.html","|","Lecithins","https://www.ingredientsnetwork.com/lecithins-code015451.html","|","Meat replacer","https://www.ingredientsnetwork.com/meat-replacer-code015912.html","|","Other Additives","https://www.ingredientsnetwork.com/other-additives-code015533.html"
"TIRTA ADI MAKMUR,PT","C3P16","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C3P16","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/73/14/exhibitor477314-596.html","","","","","","","","","","","",""
"Tirta Wana Semesta Kencana,PT","C3L26","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C3L26","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/48/12/99/exhibitor481299-596.html","","","","","","","","","","","",""
"Tissin Foods Indonesia,PT","C1L06","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C1L06","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/31/94/99/exhibitor319499-596.html","","","","","","","","","","","",""
"Totai Co.,Ltd.","D2F08","Japan","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand D2F08","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/32/65/92/exhibitor326592-596.html","","","","","","","","","","","",""
"Trade Promotion Council of India","B3E12","India","https://www.ingredientsnetwork.com/Trade-Promotion-Council-of-India-comp281956.jpg","TPCI is an apex trade and investment promotion organization notified in the Foreign Trade Policy. TPCI is also recognized and supported by the Department of Commerce, Govt. of India. We work towards facilitating the growth of Indian industry with global investment & trade opportunities. The council provides strategies for expanding business internationally, by organizing specialized business events and simultaneously working with the Government by providing policy suggestions which are essentially based on inputs collated from research and industry stakeholders.","stand B3E12","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/28/19/56/exhibitor281956-596.html","","","","","","","","","","","",""
"TRICORE UTAMA,PT","C1N35","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C1N35","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/73/15/exhibitor477315-596.html","","","","","","","","","","","",""
"Tunas Harapan Gemilang , PT","A1C51","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand A1C51","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/73/16/exhibitor477316-596.html","","","","","","","","","","","",""
"U.S. Dairy Export Council","A1C06","United States","https://www.ingredientsnetwork.com/U.S.%20Dairy%20Export%20Council-comp280202.jpeg","The U.S. Dairy Export Council (USDEC) is a non-profit, independent membership organisation representing theglobal interests of the U.S. dairy industry. USDEC's programs in Southeast Asia are focused on acceleratingglobal buyers' and end-users' success in purchasing and innovating with quality, versatile U.S. dairy productsand ingredients such as whey and milk proteins, milk powder, permeate, cheese and more.","stand A1C06","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/28/02/02/exhibitor280202-596.html","Categories:","Cheese - cow","https://www.ingredientsnetwork.com/cheese-cow-code015767.html","|","Dairy","https://www.ingredientsnetwork.com/dairy-code016117.html","|","Functional powders","https://www.ingredientsnetwork.com/functional-powders-code016138.html","","",""
"UMEKEN OEM INDONESIA,PT","D2F04","Indonesia","https://www.ingredientsnetwork.com/untitled-design-5-comp479566.png","Founded in 1978 in Japan, Umeken Co., Ltd. is a Japan-based manufacturer specializing in health food supplements and cosmetics, with approximately 50 years of experience in research, development, and production. We are committed to delivering high-quality products by combining advanced technology with carefully selected natural ingredients.










































We provide comprehensive OEM/ODM services for Dieatry supplement, foods, and Cosmetics. We are offering end-to-end solutions from product planning and formulation to manufacturing, packaging, and global export support. Our expertise covers a wide range of dosage forms and product categories tailored to market needs.




































With a strong foundation in Japan, Umeken has expanded its presence across global markets, including the United States, China, Korea, Singapore, Vietnam and beyond, building trusted partnerships worldwide.







































Our manufacturing facilities are certified with internationally recognized standards, including:","stand D2F04","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/95/66/exhibitor479566-596.html","Categories:","Co-packing","https://www.ingredientsnetwork.com/co-packing-code016222.html","|","Consulting","https://www.ingredientsnetwork.com/consulting-code016223.html","|","Contract manufacturing","https://www.ingredientsnetwork.com/contract-manufacturing-code016224.html","|","Encapsulating","https://www.ingredientsnetwork.com/encapsulating-code016226.html"
"Uncountable","A1D13","United States","https://www.ingredientsnetwork.com/63f79e216b857e035f2798d7_hexagon%20logo-04-p-500-comp477317.png","The Uncountable Platform is an enterprise, cloud-based laboratory informatics and data management system built specifically for heavy R&D industries like chemicals, advanced materials, pharmaceuticals, and food/agriculture. It centralizes fragmented data from legacy tools and spreadsheets into a single, structured repository to accelerate product development","stand A1D13","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/73/17/exhibitor477317-596.html","Categories:","Consulting","https://www.ingredientsnetwork.com/consulting-code016223.html","|","Other Operations & Services","https://www.ingredientsnetwork.com/other-operations-services-code016380.html","|","Quality assurance","https://www.ingredientsnetwork.com/quality-assurance-code016237.html","","",""
"Unibioche Food Tech.Corp.Ltd","D2C43","China","https://www.ingredientsnetwork.com/c283168th_S-comp283168.jpg","Unibioche
which original created in 1999, with the motto of ""all things tend to one
direction, and seek truth and bring forth new ideas"", we are a flagship
manufacturer in the field of food, beverage, nutrition and other healthy
ingredients. We can produce all kinds of natural extract and concentrate,
instant powder, enzymolysis , Fermentation ,like tea,flower, fruit, herbal
and natural flavors etc. 
   Our
factorys located in Hangzhou and Huangshan, and we have got the certification
of ISO9001, ISO22000, GMP, HACCP, QS. We can produce the kinds of extract more
than 15000 tons per year.    We also have
our own R&D center at Zhejiang University and have a good technical
cooperation with them too.    We
provide domestic and foreign enterprises technical solution and management on
technical innovation, product development, consulting and training, cooperation
and foreign trade, we are looking forward to forming business relations with
customers from all over the world.","stand D2C43","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/28/31/68/exhibitor283168-596.html","Categories:","Botanicals","https://www.ingredientsnetwork.com/botanicals-code015543.html","|","Epigallocatechin-3 Gallate","https://www.ingredientsnetwork.com/epigallocatechin-3-gallate-code015685.html","|","Flavouring preparations","https://www.ingredientsnetwork.com/flavouring-preparations-code015487.html","|","Flavouring substances","https://www.ingredientsnetwork.com/flavouring-substances-code015486.html"
"UNITED CHEMICALS INTER ANEKA, PT","A2F06","Indonesia","https://www.ingredientsnetwork.com/omya-comp254972.png","PT United Chemicals Inter Aneka, known as Omya United Chemicals, is a member of the Omya Group and complements the group's core business as a distributor of industrial specialty chemicals.

With its head-office based in Jakarta, Omya United Chemicals has grown as a leading chemical distribution company in Indonesia, with awards-winning recognition. It has outstanding sales & marketing competencies, serving various industries with over 50 skilled -yet accountable marketing and customer service officers, based at 4 main business locations.","stand A2F06","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/49/72/exhibitor254972-596.html","Categories:","Glycine and its sodium salt","https://www.ingredientsnetwork.com/glycine-and-its-sodium-salt-code015482.html","|","L-Taurine","https://www.ingredientsnetwork.com/l-taurine-code015962.html","|","Other Amino acids","https://www.ingredientsnetwork.com/other-amino-acids-code015968.html","|","Other Anti-caking agents","https://www.ingredientsnetwork.com/other-anti-caking-agents-code015380.html"
"USA Pulses","A1D05","United States","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand A1D05","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/29/65/05/exhibitor296505-596.html","","","","","","","","","","","",""
"Vedan Vietnam Enterprise Corp., Ltd.","C1K18","Vietnam","https://www.ingredientsnetwork.com/OjUf5LjWJnGFTg2-comp250634.png","Vedan International (Holdings) Ltd. - the Group is the leading producer of fermentation-based amino acids, food additive products and cassava starch-based industrial products in Asia. Our products are sold to food distributors, international trading companies, and manufacturers of food, paper, textile, and chemical products in Vietnam and other ASEAN countries, the PRC, Japan, Taiwan and several European countries. Most of our products are marketed under the VEDAN brand name. In 1991, the Group established Vietnam Vedan as our major production base.","stand C1K18","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/06/34/exhibitor250634-596.html","Categories:","Amino acids","https://www.ingredientsnetwork.com/amino-acids-code015945.html","|","Ammonium phosphatides","https://www.ingredientsnetwork.com/ammonium-phosphatides-code015444.html","|","Carbohydrates, Sugars","https://www.ingredientsnetwork.com/carbohydrates-sugars-code015722.html","|","Dietary fibres","https://www.ingredientsnetwork.com/dietary-fibres-code015448.html"
"Verentia Inti Cipta Alami,PT","D1B44","Indonesia","https://www.ingredientsnetwork.com/vica-comp254973.PNG","We source our ingredients from the reliable and reputable manufacturer which produce good and high quality product with trustworthy professional service. Aiming to perform the very best service, we are willing to dedicate the maximum effort and capacity to satisfy all customers.

Our various ingredients range: Natural Fruit Juice & Vegetable Powder,Special Dairy Ingredients (halal by MUI),Natural Antioxidant & Vit E,Nutraceutical,Microencapsulated Mineral,Malt,Nutricosmetic,Confectionery Performers,Herbal Extract,Corn Starch Derivatives","stand D1B44","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/49/73/exhibitor254973-596.html","Categories:","Acerola","https://www.ingredientsnetwork.com/acerola-code015545.html","|","Ascorbic acid","https://www.ingredientsnetwork.com/ascorbic-acid-code015383.html","|","Corn","https://www.ingredientsnetwork.com/corn-code015899.html","|","Cyclodextrins","https://www.ingredientsnetwork.com/cyclodextrins-code015724.html"
