company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,,HKTDC Events,Certificates,Other Certificates,supplier_url,exhibitor_url,Company Website,Booth: 3C-B28   |   Group Pavilions   |   Chinese Mainland (Huangyan) Pavilion,Booth: 3E-E20   |   World of Fine Dining   |   ,Booth: 3C-B06   |   Group Pavilions   |   Chinese Mainland (Huangyan) Pavilion,Booth: 3E-C36   |   Cook & Dine   |   ,Booth: 3E-B19   |   World of Fine Dining   |   ,Booth: 3D-D01   |   World of Fine Decor   |   Cantonese Business Go Global,Booth: 3D-E02   |   World of Fine Decor   |   Cantonese Business Go Global,Booth: 3E-E12   |   World of Fine Dining   |   Cantonese Business Go Global,Booth: 3E-D08   |   World of Fine Dining   |   Cantonese Business Go Global,Booth: 3E-A14   |   World of Fine Dining   |   ,Booth: 5E-L25   |   Cultural and Creative Avenue   |   ,"Booth: 3E-S008, 5E-E05   |   hktdc.com Showcase Zone, Homepedia   |   ","Booth: 5E-A16   |   Outdoor, Camping & Gardening   |   Cantonese Business Go Global",Booth: 5E-C02   |   Health & Wellness   |   Cantonese Business Go Global
People on board social enterprise limited,Hong Kong,,,,,,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Book Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 HKTDC Hong Kong Book Fair 2024 HKTDC Hong Kong Book Fair 2023 HKTDC Hong Kong Sports and Leisure Expo 2023 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Book Fair 2022 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/People-On-Board-Social-Enterprise-Ltd/1X07NKWG,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MH0J,,,,,,,,,,,,,,,
Zero Bureau,Hong Kong,,,,,,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zero-Bureau/1S00P17PQ,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MH2D,,,,,,,,,,,,,,,
pong company ltd.,Hong Kong,,,,,,,,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 Fashion Hong Kong Pop-Up Salon in Milan, Italy Fashion Hong Kong Promotion in Japan HKTDC Hong Kong Gifts & Premium Fair 2024 Home InStyle 2023 HKTDC Simply Shopping Fest 2022 HKTDC Hong Kong Gifts & Premium Fair 2022 Show More",,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pong-Company-Limited/1S00NUGAQ,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MGYQ,,,,,,,,,,,,,,,
33 Point 3 Exports Inc,Philippines,,,,,,,,"Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 HKTDC Hong Kong Houseware Fair 2010 Hong Kong Gifts & Premium Fair 2008 Summer Sourcing Show for Gifts, Houseware & Toys 2007 Hong Kong Gifts & Premium Fair 2007 Summer Sourcing Show for Gifts, Houseware & Toys 2006 Hong Kong Gifts & Premium Fair 2006",,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/33-POINT-3-EXPORTS-INC/1X00ABDQ,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MQKM,,,,,,,,,,,,,,,
Zhejiang Guomai Advertising & Exhibition Co Ltd,Chinese Mainland,,"Exporter, Manufacturer",Association Service,Trade service,"OEM, OBM",,,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Wine & Spirits Fair 2025 HKTDC Hong Kong International Optical Fair 2025 Home InStyle 2025 Hong Kong International Film & TV Market (FILMART), Hong Kong 2025 HKTDC Hong Kong International Optical Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2024 Home InStyle 2024 Hong Kong International Film & TV Market (FILMART), Hong Kong",,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Guomai-Advertising-Exhibition-Co-Ltd/1S00OPBU7,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MTVM,,,,,,,,,,,,,,,
Consulate General of Czechia in Hong Kong,Hong Kong,,"Government, Consulate and Trade Commission",Association Service,Consulate General of the Czechia in Hong Kong,Others,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Consulate-General-of-the-Czechia-in-Hong-Kong/1S00OZCOO,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005M4UE,,,,,,,,,,,,,,,
E-linc International Exhibition & Technologies (Hai Nan) Co Ltd,Chinese Mainland,,Buying Cooperative,Association Service,Exhibition,OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Optical Fair 2025 HKTDC Hong Kong International Outdoor and Tech Light Expo 2025 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/E-linc-International-Exhibition-Technologies-Hainan-Co-Ltd-/1S00OA7TE,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MTUP,,,,,,,,,,,,,,,
"Jieyang Kangyi Household Products Co., Ltd.",Chinese Mainland,,"Exporter, Manufacturer","Storage Box,Storage Rack,Storage Basket,Bathroom Accessories,Home Storage & Organisation,Chair,Furniture & Furnishing Accessory,Tissue Box",Storage,"ODM, OEM",Sun Xiaomei,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005KCLX,,,,,,,,,,,,,,,
Yangjiang Market Value Enterprise Company Limited,Chinese Mainland,"YangJiang Market Value Enterprise Company Limited was founded in 1999 ,the Top 10 leading manufacturer & supplier of high quality Kitchenware and Tools, located in core production base of Yangjiang China, covering an area of 60,000 square meter and 4,000 square meter warehouse. We have been developing, producing and marketing Kitchenware and Tools more than 22 years in ODM and OEM, covering a range of production processes for hardware, silicone, plastic etc to guarantee top quality and fast delivery.","Exporter, Trade/Industrial Organisation, Shopping Mall, Manufacturer, Statutory Body, Distributor, Wholesaler, Importer, Import Agent, Department Store","Picnic Tableware, Corkscrew, Cutlery Set, Camping & Picnic Equipment, Kitchen Utensil, Table Knife",Hardware product manufacturing products Sales of metal products Plastic product manufacturing products,"OBM, OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 Home InStyle 2026 Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LOAI,,,,,,,,,,,,,,,
Canalside Studio,Hong Kong,,,,,,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MLNI,,,,,,,,,,,,,,,
Hong Kong Furniture & Decoration Trade Association Limited,Hong Kong,"We were founded in 1955 as the longest history and representing the furniture and decoration industry non-profit organization. We were representing mainly the furniture traders in the earlier year and included manufacturer afterward. With the effort of our early age members, we grew with time and acquired many local and mainland production and material supply members. Thus we rename on 25 Dececmber 1993 to recent one till now. There are over 300 members range from furniture production, wholesales and retailing, material supply and well some multi-national wood crafting machine manufacturers. Our members from the whole China mainly from Guangdong Province while our products supply to the whole world. Besides, many of our member were awarded Fellow of Hong Kong Industry Quality Certificate and ISO9001/9002 recognition, some even named by the Hong Kong Brand Development Council as ""Hong Kong Top Brand"". We facilitate industrial business, enhance trading development, and assist improving members production technologies, in order to build our market together and raise industrial business as core missions. Since our set up, we focus on raising our members potential by providing trading information and advices. Regularly organize mission tour to explore global furniture development.",,,Furniture production advice and execution for outstanding designers. Industrial consultation and representing industrial stackholders for government and social community policy and concern.,,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MLPC,,,,,,,,,,,,,,,
MADE-HK,Hong Kong,,,,,,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MLOF,,,,,,,,,,,,,,,
"Akostar Import & Export Co., Ltd",Chinese Mainland,,Manufacturer,"Cup & Plate Set,Tableware,Bowl,Drinking Straw,Disposable Tableware,Food Box","Gifts, kitchenwares, garden products",OEM,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005KCGC,,,,,,,,,,,,,,,
Artisème,Czech Republic,,Retailer,Art & Collectibles,"Artisème specialises in curated designs and home decor, all crafted in Czechia.",Others,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005M4NZ,,,,,,,,,,,,,,,
Huannuo Industrial Trading Limited,Chinese Mainland    |    Factory in Chinese Mainland,"Located in Taizhou, Zhejiang, known as the hometown of plastics. The company was founded in 2013, and after 10 years of hard work, it has developed into a private enterprise integrating cup making, manufacturing, and sales. Its main products include plastic sports cups, children's cups, thermos cups, and other products. We have a total manufacturing park of over 10000 square meters and employ more than 200 experienced workers. Since 2013, we have collaborated with over 100 clients from more than 15 countries/regions. BSCI and FDA certified products give us the opportunity to offer our products to Disney, Miniso, and other influential wholesalers","Chain Store, Department Store, Buying Cooperative, Distributor","Kettle,Cup,Mug,Cup Cover","The company was founded in 2013 and specializes in plastic sports cups, children's cups, thermos cups, and other products. Since 2013, we have collaborated with over 100 clients from more than 15 countries/regions. BSCI and FDA certified products","ODM, OBM, OEM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LYSQ,,,,,,,,,,,,,,,
"Liling Sinto Ceramic Co., Ltd",Chinese Mainland,,"Exporter, Manufacturer","Cup,Cup & Plate Set,Tableware,Dish,Bowl","Ceramic products, Ceramic mug, Ceramic bowl, Ceramic dinner and so on.","ODM, Others, OEM, OBM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LU7L,,,,,,,,,,,,,,,
N Ranga Rao & Sons Pvt Ltd,India    |    Factory in India,"The NR Group, established in 1948, is the global leader in incense sticks and home fragrance products under its flagship brand Cycle. Its brand IRIS introduced modern home fragrance solutions in India, including reed diffusers, ultrasonic diffusers, scented candles, and room mists. These products elevate ambiance while promoting relaxation and well-being in homes and workspaces. The NR Group is vertically integrated in the fragrance domain and is among the few Indian companies blending perfumes in-house. It is SEDEX certified and the only Certified Carbon Neutral Manufacturer of incense sticks in India. The company uses only IFRA and GRAS-approved materials and adheres strictly to international regulations, including EPA, CARB, SCHER and VOC.With exports to over sixty five countries, the NR Group continues to set benchmarks in quality and sustainability.","Exporter, Manufacturer","Dried Flower,Candle,Aroma Diffuser,Halloween Supply,Essential Oil,Air Freshener,Home Fragrance,Aroma Oil & Incense Stick","Incense, Candle, potpourri, diffuser, fragrance oil, air freshener, decorative dry flowers, Fragrance sachet","ODM, OEM, OBM","Cycle,Iris,flute",,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005J2X7,,,,,,,,,,,,,,,
"Nanchong City Gaoping District Bamboo Art Co., Ltd",Chinese Mainland,,"Manufacturer, Exporter",Knitting Crafts,"Bamboo knitting, arts and crafts","OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005M53M,,,,,,,,,,,,,,,
"Surya Mas Daily Chemical (Tianjin) Co., Ltd",Chinese Mainland,"Our company was established in 1993. Until now, our company has been successful in marketing in China and many other countries and regions for 30 years, bringing clean life to thousands of families every day.",Manufacturer,"Household Cleaning Tool,Home Storage & Organisation,Personal Care Product,Air Freshener,Detergent","Surya Mas Daily Chemical (Tianjin) Co., LTD. is a professional manufacturing and marketing corporation of P.D.C.B moth balls, Moisture absorber, Heat Packs, Air fresher, Refrigerator cleaners, Toilet cleaners and other household cleanings products.","ODM, OBM, OEM","SHAKURA,BAGUS",,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005IQ8M,,,,,,,,,,,,,,,
"Yangjiang Rizhimei Industry and Trade Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,"Trade/Industrial Organisation, Retailer, Distributor, Department Store, Service Company, Wholesaler, Export Agent, Buying Cooperative, Shopping Mall, Professional Association, Chain Store",Kitchen Knife,Kitchenware,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005GFJ0,,,,,,,,,,,,,,,
Housing Society Elderly Resources Centre,Hong Kong,"The Elderly Resources Centre(ERC), the first of its kind in Hong Kong, was established by the Hong Kong Housing Society in 2005. Through education, health screening, professional consultation, and research by Occupational Therapists and Social Workers, ERC aims to promote an ""age-friendly home"" so that ""ageing in place"" can be achieved. Th Age-Friendly Home Living Lab in Hong Kong's first Living Lab registered under the European Network of Living Labs (ENoLL). Established by the ERC in 2022, the Age-Friendly Home Living Lab advocates the concept of ageing-in-place to the community with the application of user-driven and experience-based innovations; and plays a significant role in materialising the co-creation process in collaboration with an extensive network of stakeholders, end-users and developers, that sheds light on transferring age-friendly concept into practical solutions, with a vision of honouring the wish of elderly to age-in-place and minimising institutionalisation.",Others,Elderly Care,"A key feature of our booth will be empathy activities in a mock-up flat, allowing participants to experience the challenges elderly people face in daily activities using different types of furniture.",Others,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005L13Q,,,,,,,,,,,,,,,
Bhirawa Group,Indonesia    |    Factory in Indonesia,"based in Bali Indonesia, our company provide home decor speciality, multiple produk","Export Agent, Buying Cooperative, Buying Office, Consulate and Trade Commission, Distributor, Exporter, Import Agent, Importer","Paper Crafts,Painting & Print,Sculpture,Art & Collectibles,Wall Decoration & Hangings","UNIQUE, HAND MADE AND LIMITED EDITION",OEM,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005M4TH,,,,,,,,,,,,,,,
PT Ruby Artisan Internasional,Indonesia    |    Factory in Indonesia,"Based in Central of Jawa Island, our company produced multiple produk from wood.","Exporter, Import Agent, Buying Office, Importer, Buying Cooperative, Distributor","Paper Crafts,Painting & Print,Sculpture,Art & Collectibles,Wall Decoration & Hangings","Produce unique product, handmade and limited edition",OEM,RUBY ARTISAN,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005M4SK,,,,,,,,,,,,,,,
Pt House Creator Indonesia,Indonesia    |    Factory in Indonesia,"We are based in Bali, more than 10 years building retail shop and also factory for unique and handmade products","Import Agent, Wholesaler, Exporter, Others, Importer, Retailer","Paper Crafts,Painting & Print,Sculpture,Art & Collectibles,Wall Decoration & Hangings","Unique , handmade and limited edition",OEM,HOSINDO,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005M4RN,,,,,,,,,,,,,,,
Pt Naralia Group Indonesia,Indonesia    |    Factory in Indonesia,"WE ARE BASED IN BALI INDONESIA, EXPORTIR AND IMPORTIR MULTIPLE PRODUCT","Buying Cooperative, Department Store, Buying Office, Chain Store, Distributor","Paper Crafts,Painting & Print,Sculpture,Art & Collectibles,Wall Decoration & Hangings","WE ARE DISTRIBUTOR FOR MULTIPLE PRODUCT BASED ON RECYCLE CONCEPT, UNIQUE AND HANDMADE WITH LIMITED DESAIN",OEM,naralia,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005M4QQ,,,,,,,,,,,,,,,
Innosphere Limited,Hong Kong,,,,,,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 Home InStyle 2023 HKTDC Hong Kong Gifts & Premium Fair 2022 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Houseware Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2017 HKTDC Hong Kong Electronics Fair (Spring Edition) 2017 HKTDC Hong Kong Gifts & Premium Fair 2016,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MH54,,,,,,,,,,,,,,,
Sapiens Design Limited,Hong Kong,,,,,,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MH47,,,,,,,,,,,,,,,
AlphaCube Group Limited,Hong Kong,,,,,,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MH1G,,,,,,,,,,,,,,,
Art on Scarves,United Kingdom,,,,,,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MQCA,,,,,,,,,,,,,,,
BRITISH COLOUR STANDARD,United Kingdom,,,,,,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MQAG,,,,,,,,,,,,,,,
Bothy Threads Ltd,United Kingdom,,,,,,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MQIS,,,,,,,,,,,,,,,
Chizu Blue,Japan,,,,,,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MGNN,,,,,,,,,,,,,,,
Dai Inshu Paper Production Cooperative Association,Japan,,,,,,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MUVL,,,,,,,,,,,,,,,
Daisen-yaki Kugo-gama,Japan,,,,,,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MGLT,,,,,,,,,,,,,,,
Domokudo,Japan,,,,,,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MGOK,,,,,,,,,,,,,,,
Freya Rose London,United Kingdom,,,,,,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MQBD,,,,,,,,,,,,,,,
Fukumitsu-yaki,Japan,,,,,,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MUO6,,,,,,,,,,,,,,,
"Gweike Tech Co., Ltd",Chinese Mainland,"Formed in July 2004, Gweike Laser is a high-tech corporation, owning over 200,000 square meters production bases, annual capacity of 20,000+ units, 130+ national patents, the ability to new releasing 5+ per year and multiple certifications including CE, FDA and ISO9001, and integrating high-power cutting, flexible automated production, three-dimensional five-axis technology, new energy power batteries, ultra-precision cutting products and service. So far Gweike Laser products has been introduced to over 180 countries and regions.","Manufacturer, Exporter","Consumer Electronics,Product Research and Development Service",G2 20W Metal & Plastic Fiber Laser Engraver Makes It Easier to Customize Your Creation GWeikeG2 20W Metal Laser Engraver /Bring Industrial to Home Use 1. Speed up to 15000mm/s 2. 100k Hours Lifespan 3. Exceptional Accuracy 4. Desktop &amp; Han,OEM,GWEIKECLOUD,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MQP7,,,,,,,,,,,,,,,
"Heze Qiaomu Crafts Co., Ltd",Chinese Mainland,,"Buying Cooperative, Distributor, Charity / Welfare Organisation, Chain Store, Manufacturer, Buying Office",Wood Crafts,Development and Design of Wooden Model Products,"OBM, ODM, OEM",巧木手伴,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MRHU,,,,,,,,,,,,,,,
Hongchang Culture and Art Studio,Chinese Mainland,,"Distributor, Department Store",Ceramic Crafts,,OBM,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,N/A,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MRP6,,,,,,,,,,,,,,,
