company name,location,Booth,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,HKTDC Events,supplier_url,exhibitor_url,Company Background,Brand Name,Company Website,Certificates,Other Certificates
Rovitaly Srl,Italy,Booth: AWE 10-C10   |   Semi-Precious Stone   |   Italy Pavilion,"Manufacturer, Importer, Wholesaler, Exporter","Mabe Pearl, Turquoise, Akoya Pearl, Fresh Water Pearl, Coloured Gemstone, South Sea Pearl, Tahiti Pearl, Coral, Mabe Pearl","CORAL, TURQUOISE, PEARLS AND VARIOUS STONES",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Jewellery Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Jewellery Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Jewellery Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Jewellery Show 2023",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Rovitaly-Srl/1X0B1YIO,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YLT0,,,www.rovitaly.com,,
Saiko Gems,Japan,Booth: AWE 10-B09   |   Precious Stone   |   ,"Retailer, Distributor, Others, Wholesaler, Trade/Industrial Organisation, Manufacturer, Importer, Exporter","Loose Diamond, Amber, Sapphire, Coloured Gemstone, Coral, Carat Size Diamond, Tourmaline, Aquamarine, Ruby, Alexandrite, Jade, Fancy Diamond, Emerald, Turquoise, Opal, Jadeite, Tanzanite",We will be exhibiting precious as well as semi precious stones,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Jewellery Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Jewellery Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Jewellery Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Jewellery Show 2023 HKTDC Hong Kong International Jewellery Show 2019 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Saiko-Gems/1X09DDBM,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YK44,Saiko Gems started its business in 2006. The comapny is expanding its business every year & is an active participator in shows organised in Japan as well as Hong Kong from a long time.,,,,
"Saku Jewelry Japan Co., Ltd",Japan    |    Factory in Japan,Booth: AWE 1-N08   |   Sea Water Pearl   |   Japan Pearl Showcase,"Exporter, Retailer, Wholesaler","Mabe Pearl, Tahiti Pearl, South Sea Pearl, Akoya Pearl","Manufacture of loose pearls, pearl necklaces, earrings, bracelets, rings, etc.","Others, ODM, OBM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/SAKU-JEWELRY-JAPAN-Co-Ltd/1S00P6BMV,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UFKX,"Our company is located in Mie Prefecture, the home of Akoya pearls.We handle not only Akoya pearls but all saltwater pearls.We manufacture, sell and wholesale pearl and pearl accessories. Can exports.",SAKU JEWELRY JAPAN,www.sakujewelryjapan.co.jp/zh,,
Salvatore Palomba Di Palomba Ugo & C. Snc,Italy,Booth: AWE 10-C12   |   Semi-Precious Stone   |   Italy Pavilion,Wholesaler,"Coral, Turquoise",DEDICATED TO THE ARTISANAL PROCESSING OF NATURAL TURQUOISE AND CORAL,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/SALVATORE-PALOMBA-DI-PALOMBA-UGO-C-SNC/1S00P8K44,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YLS3,,,,,
Sanish Pearl,Japan,Booth: AWE 1-K09   |   Sea Water Pearl   |   Japan Pearl Showcase,Wholesaler,"South Sea Pearl, Akoya Pearl, Tahiti Pearl",Pearls,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sanish-Pearl/1X0AOBQD,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UEDJ,,,,,
"Seiwa Co., Ltd.",Japan    |    Factory in Japan,Booth: AWE 1-N12   |   Sea Water Pearl   |   Japan Pearl Showcase,"Exporter, Export Agent, Importer, Import Agent, Wholesaler","Tahiti Pearl, Mabe Pearl, Akoya Pearl, South Sea Pearl","We are a pearl wholesaler in Tokyo, We have Japan akoya pearl,South sea Pearl and Tahiti Pearl.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Jewellery Show 2025",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Seiwa-Co-Ltd-/1S00OY9HC,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UCV3,,,,,
"Sezaki Pearl Co.,LTD.",Japan    |    Factory in Japan,Booth: AWE 1-H09   |   Sea Water Pearl   |   Japan Pearl Showcase,"Department Store, Distributor","Tahiti Pearl, Akoya Pearl, South Sea Pearl",主にアコヤ真珠を取り扱っています。,OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sezaki-Pearl-Co-LTD-/1S00OFWUM,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UEYS,,,,,
Shalibhadra Company Limited,Japan,Booth: AWE 10-B15   |   Rough Stone & Mineral   |   ,Wholesaler,"Tahiti Pearl, Natural Pearl, Opal, Amber, Coral, Sapphire, South Sea Pearl, Rough Stone, Carat Size Diamond, Ruby, Akoya Pearl, Mineral, Loose Diamond","]We handle high-quality pearls, colored gemstones, and gold.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Jewellery Show 2025",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shalibhadra-Company-Limited/1S00OY9EL,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YLZI,,,,,
Shanghai Baihui Gems Co,Chinese Mainland,Booth: AWE 8-K03   |   Precious Stone   |   Chinese Mainland Pavilion,Manufacturer,Sapphire,sapphire,"OBM, ODM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shanghai-Baihui-Gems-Co/1S00P955G,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XZC1,,,,,
"Shenzhen Linlong Shanhu Co., Ltd",Chinese Mainland,Booth: AWE 10-B17   |   Semi-Precious Stone   |   Chinese Mainland Pavilion,Manufacturer,Turquoise,Turquoise,OEM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Linlong-Shanhu-Co-Ltd/1S00P94GK,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XZ9A,,,,,
"Shenzhen Sea Diamond LGD Co., Ltd",Chinese Mainland,Booth: AWE 10-E28   |   Laboratory-grown Diamond   |   ,Manufacturer,Laboratory-grown Diamond,Lab-grown diamonds,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Sea-Diamond-LGD-Co-Ltd/1S00P8Y3T,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XLML,,,,,
"Shenzhen Zhencai Jewelry Co., Ltd",Chinese Mainland,Booth: AWE 8-H37   |   Semi-Precious Stone   |   Chinese Mainland Pavilion,Manufacturer,"Sapphire, Emerald, Ruby",loose natural gemstones,"ODM, OEM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/ShenZhen-Zhencai-Jewelry-Co-Ltd/1S00OHT6P,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YI53,,,,,
"Shima Co., Ltd.",Japan,Booth: AWE 1-M09   |   Sea Water Pearl   |   Japan Pearl Showcase,Wholesaler,"Akoya Pearl, Natural Pearl, Tahiti Pearl, Mabe Pearl, South Sea Pearl",Pearl,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Jewellery Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Jewellery Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Jewellery Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Jewellery Show 2023 HKTDC Hong Kong International Jewellery Show 2019",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shima-Co-Ltd/1X0ANXLO,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UEBP,,,,,
Shiv Bhavani Impex,India,Booth: AWE 10-H08   |   Laboratory-grown Diamond   |   India Pavilion,Manufacturer,Laboratory-grown Diamond,Lab grown diamonds all shapes and sizes and colours,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHIV-BHAVANI-IMPEX/1S00P7NR4,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YL50,Established in 2022,"SHIV BHAVANI IMPEX,EMRUPHI",shivbhavaniimpex.com,,
"Shiyan Boreating Turquoise Jewelry Co., Ltd.",Chinese Mainland,Booth: AWE 10-A33   |   Semi-Precious Stone   |   Zhushan Turquoise Pavilion,"Wholesaler, Retailer",Rough Stone,Turquoise Jewelry,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shiyan-Boreating-Turquoise-Jewelry-Co-Ltd-/1S00P9XRU,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005ZPQ5,,,,,
"Shouto Co., Ltd",Japan,Booth: AWE 1-N13   |   Sea Water Pearl   |   Japan Pearl Showcase,"Exporter, Department Store, Buying Cooperative, Private Individual, Export Agent, Distributor, Buying Office, Retailer, Wholesaler","Akoya Pearl, South Sea Pearl, Tahiti Pearl",pearls Wholesale Trade,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shouto-Co-Ltd/1S00P7FXU,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UEQG,,TANI真珠,,,
Shree Hari Har Gems,India,Booth: AWE 7-F31   |   Diamond   |   India Pavilion,"Manufacturer, Exporter","Carat Size Diamond, Fancy Diamond, Loose Diamond",WE ARE MANUFACTURING FANCY SHAPES DIAMOND,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shree-Hari-Har-Gems/1S00OMEPJ,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005ZKMM,,,www.narahdiam.com,,
"Shwe Moe Oo Gems & Jewellery Co., Ltd.",Myanmar,Booth: AWE 11-D37   |   Precious Stone   |   Myanmar Pavilion,"Manufacturer, Wholesaler, Exporter, Retailer","Jadeite, Sapphire, Ruby","Our company products are directly from the source of Mogok , Myanmar . We sell only top quality gem stones.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shwe-Moe-Oo-Gems-Jewellery-Co-Ltd/1X0AMSYQ,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005W61R,,,,,
"Sinomach Diamond (Henan) Co., Ltd.",Chinese Mainland,Booth: AWE 10-B24   |   Laboratory-grown Diamond   |   Henan Pavilion,Manufacturer,Laboratory-grown Diamond,Rough/Bare Diamond,OEM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sinomach-Diamond-Henan-Co-Ltd-/1S00P8CCO,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005ZK1D,,,,,
Snow Pearl Jewellery,Myanmar    |    Factory in Myanmar,Booth: AWE 1-C31   |   Sea Water Pearl   |   ,"Professional Association, Exporter, Retailer, Wholesaler, Buying Office, Importer","Akoya Pearl, Tahiti Pearl, Natural Pearl, South Sea Pearl",Snow Pearl Myanmar Myanmar south sea pearl Wholesale,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Snow-Pearl-Jewellery/1X09XTL0,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YJKT,"established at 2009 January. Both wholesale and retailers south sea pearl. Started exhibitions in HK show in 2016 September. Main market is china Now we started jewelry company since 2020 July named as Snow Pearl Myanmar Co.,Ltd. Either exported loose pearl to HK .","Snow Pearl Myanmar,Snow Pearl Jewelry",,,
Special Gems and Jewellery Company Limited,Myanmar,Booth: AWE 11-C38   |   Precious Stone   |   Myanmar Pavilion,"Distributor, Retailer, Wholesaler, Exporter","Amber, South Sea Pearl, Tourmaline, Aquamarine, Sapphire, Coloured Gemstone, Jadeite, Ruby",We sell natural gems and jewellery of Myanmar with the gems reports from certified gem lab of Myanmar. We mainly sell unheated gems of Myanmar .,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Special-Gems-and-Jewellery-Company-Limited/1S00OLB0P,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005W37C,"Special Jewellery has been in the Gem business for over 30 years and it participates in International gem fairs like Bangkok , Singapore , HongKong , Sri Lanka and Dubai.",,,,
Sudi Diam (Shanghai) Company Limited,Chinese Mainland,Booth: AWE 10-F29   |   Laboratory-grown Diamond   |   ,"Distributor, Exporter, Importer, Wholesaler",Laboratory-grown Diamond,LAB GROWN DIAMOND MAINLY FANCY COLOR DIAMONDS RANGING FROM 1CT TO 30CT,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/SIA-DIAM-SHANGHAI-CO-LTD/1S00OXLF6,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005W8UA,,,,,
TRP Impex,India,Booth: AWE 10-D14   |   Laboratory-grown Diamond   |   India Pavilion,"Importer, Manufacturer, Exporter",Laboratory-grown Diamond,"a company specializing in premium lab-grown diamonds from melee to 20+ carats, including Heart & Arrow cuts crafted by our 200+ skilled artisans.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/TRP-Impex/1S00P9BK1,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YLXO,"a company specializing in premium lab-grown diamonds from melee to 20+ carats, including Heart & Arrow cuts crafted by our 200+ skilled artisans.",,,,
"Tacoal & Co., Ltd.",Japan,Booth: AWE 10-B13   |   Semi-Precious Stone   |   ,"Manufacturer, Wholesaler","Jadeite, Opal, Fancy Diamond, Sapphire, Carat Size Diamond, Emerald, Tanzanite, Ruby, Tourmaline, Alexandrite",Loose White diamonds of all sizes as well as fancy colored diamonds All GIA certified Will also have Colored stones such as paraibas and alexandrites,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Jewellery Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tacoal-Co-Ltd-/1S00P8JG5,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YL6X,,,,,
"Tahiti Vaima Pearl Co., Ltd.",Taiwan,Booth: AWE 1-D35   |   Sea Water Pearl   |   ,Exporter,Tahiti Pearl,Tahitian black pearl,"ODM, OEM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tahiti-Vaima-Pearl-Co-Ltd-/1X08ZO6U,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005VVEZ,,,www.tahiti-vaimapearl.com,,
"Takatsu Pearl Co., Ltd",Japan    |    Factory in Japan,Booth: AWE 1-E24   |   Sea Water Pearl   |   Japan Pearl Showcase,Wholesaler,"Natural Pearl, Akoya Pearl, Tahiti Pearl",We have heaps of high quality of pearls especially akoya.,OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Takatsu-pearl-Co-Ltd/1S00OTPTW,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UDDK,,,,,
Tarava Pearl,French Polynesia,Booth: AWE 1-A42   |   Sea Water Pearl   |   ,Private Individual,,Perle de Tahiti et de qualité,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tarava-Pearl/1S00OV8MY,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YJMN,Société de Perle,,,,
Taurus Jewellery,Chinese Mainland,Booth: AWE 8-D32   |   Precious Stone   |   ,"Manufacturer, Exporter","Sapphire, Emerald, Ruby","Colored gemstones,Blue gemstone",OEM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taurus-Jewellery/1S00OMGNN,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005VUUO,,,,,
"Tenchi Business Link Co., Ltd.",Japan,Booth: AWE 1-N07   |   Sea Water Pearl   |   Japan Pearl Showcase,Wholesaler,"Akoya Pearl, Mabe Pearl, Natural Pearl, South Sea Pearl, Tahiti Pearl","We are not only consulting service Company. We are also Japanese Pearl company. We have Pearl product and Consulting service, We think our service can help you.",OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tenchi-Business-Link-Co-Ltd-/1S00OVLVU,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UFEF,,,www.tenchi-bl.asia,,
